article,best_available_tier,rendered_tier_before,rendered_tier_after,action,at_best_tier,source_file
vir/content/82/9/2173,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/27f62991ffbe16dc458e996af8002bce8b03a964.00040190.html
vir/content/82/9/2183,tier3-abstract,missing,tier3-abstract,abstract,yes,html/3f50c1f0942a9560eb54c168bffcc4c990509412.00040192.html
vir/content/82/9/2191,tier1-full,tier3-abstract,tier1-full,rebuilt-full,yes,html/5e607cb9c558a9f41678ba1d0911703429c6c403.00116791.html
vir/content/82/9/2199,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/9e27975439be3d9d3ccf510d09c775c4c778e070.00040193.html
vir/content/82/9/2205,tier1-full,tier3-abstract,tier1-full,rebuilt-full,yes,html/c4904eda9ee4b41696ac5dc3a8ca893e31d69c5e.00116796.html
vir/content/82/9/2215,tier1-full,missing,tier1-full,rebuilt-full,yes,html/86be000c34be1b54bc175334e87e91cec59de80d.00040194.html
vir/content/82/9/2225,tier1-full,missing,tier1-full,rebuilt-full,yes,html/1e778a6b9b0bedec74a985ac7e760bbc886d9483.00116799.html
vir/content/82/9/2235,tier1-full,missing,tier1-full,rebuilt-full,yes,html/6014336e3320b050a68d494f93c5e6ec1391a747.00116800.html
vir/content/82/9/2243,tier1-full,missing,tier1-full,rebuilt-full,yes,html/719d2b0513710ae7b28bb3e9bc84f48b6b340c7a.00116801.html
vir/content/82/9/2251,tier3-abstract,missing,tier3-abstract,abstract,yes,html/0829e704e1cf8bf033d32d3daf8b128e116eb8d9.00116802.html
vir/content/82/9/2257,tier1-full,missing,tier1-full,rebuilt-full,yes,html/bd52f83673ec69b889e2e5bcec3070c846522d84.00116803.html
vir/content/82/9/2271,tier2-pdf,missing,tier2-pdf(abstract+pdf),summarized-pdf,no,html/a23925f75a22cd26c5490d56c7e883b047b25f0d.00116804.html
vir/content/82/9/2275,tier3-abstract,missing,tier3-abstract,abstract,yes,html/c1056a63dfaa726040539f7f43a1d07fc3aa5a8c.00116805.html
vir/content/82/9/2279,tier1-full,missing,tier1-full,rebuilt-full,yes,html/7915286f7960918b6daf1ae9dfc835503062b405.00116806.html
vir/content/82/9/2289,tier2-pdf,missing,tier2-pdf(abstract+pdf),summarized-pdf,no,html/eabdc8ce681ca289099b127518cc13fa4af077dc.00040195.html
vir/content/82/9/2295,tier1-full,missing,tier1-full,rebuilt-full,yes,html/95da5da6e4581e24250f3610c603c867cebf408e.00116808.html
vir/content/83/1/1,tier1-full,missing,tier1-full,rebuilt-full,yes,html/c5e9354157123036aab570944643cac250c46804.00040206.html
vir/content/83/1/103,tier2-pdf,missing,tier2-pdf(abstract+pdf),summarized-pdf,no,html/5736c202a2bd2f14013f7ab133eb4ea158158838.00116869.html
vir/content/83/1/107,tier1-full,missing,tier1-full,rebuilt-full,yes,html/b9aa88df57fb4270da95daa9b1ce3037aa9fb33a.00116870.html
vir/content/83/1/11,tier1-full,missing,tier1-full,rebuilt-full,yes,html/d8e8dd7793c3fd87cb34e8a704531c7dff4c8ba8.00040207.html
vir/content/83/1/121,tier1-full,missing,tier1-full,rebuilt-full,yes,html/ee4bbf98a8078ced530f0c26814f5d6caa6d9b9d.00116872.html
vir/content/83/1/131,tier1-full,missing,tier1-full,rebuilt-full,yes,html/00937d6991efc9ba5c2b638252dab3a69084c6fa.00116937.html
vir/content/83/1/141,tier1-full,missing,tier1-full,rebuilt-full,yes,html/aa2f22b686ef90be2165f3b4d1b2bc0c4ab91774.00116938.html
vir/content/83/1/151,tier1-full,missing,tier1-full,rebuilt-full,yes,html/e5382d2f04b117fbd05971e7c785b6c647bbff94.00116939.html
vir/content/83/1/157,tier1-full,missing,tier1-full,rebuilt-full,yes,html/6a7f0d72ecf3fe0d387baf27f26b56c1aae71a18.00116940.html
vir/content/83/1/167,tier1-full,missing,tier1-full,rebuilt-full,yes,html/b508f73af31d383bbbf7803472d3fd5e1557cfc4.00040219.html
vir/content/83/1/173,tier1-full,missing,tier1-full,rebuilt-full,yes,html/1538147bbe331f28b66bd7d9a10a6531ed928102.00116947.html
vir/content/83/1/179,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/74e1b907d8755a13b5be9bbf016c9b2022a33376.00040220.html
vir/content/83/1/189,tier3-abstract,tier1-full,tier3-abstract,abstract,yes,html/a9602da92b88eacc3a3f4ad0d9a045a11a32d535.00116956.html
vir/content/83/1/195,tier1-full,tier3-abstract,tier1-full,rebuilt-full,yes,html/6b2cad6334f055d373a4e171ce6483241b390598.00116957.html
vir/content/83/1/209,tier1-full,missing,tier1-full,rebuilt-full,yes,html/b6ec89037af9b74a7ada0a5e218e36e3b4ca630f.00040221.html
vir/content/83/1/223,tier1-full,missing,tier1-full,rebuilt-full,yes,html/0ae8aa980a27587b51d02d0bea773f42a68efc25.00040223.html
vir/content/83/1/229,tier1-full,missing,tier1-full,rebuilt-full,yes,html/10b04235ae15279350c5991972a5972abb32396b.00116965.html
vir/content/83/1/241,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/96bbd035a43f21a57a128f1eee505b1a3bb6df99.00117066.html
vir/content/83/1/247,tier1-full,missing,tier1-full,rebuilt-full,yes,html/132ec128603bc34abfa48ec02a7b585a5fc305e9.00117067.html
vir/content/83/1/25,tier1-full,missing,tier1-full,rebuilt-full,yes,html/d8291700d1bddc32a9b537e1abd2d930ffdd1aeb.00117068.html
vir/content/83/1/257,tier1-full,missing,tier1-full,rebuilt-full,yes,html/ff57076903612b8cd02f2001d1079150c76223de.00117069.html
vir/content/83/1/267,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/b2ca60749e34b517565ad27dc59e0fa775a17624.00040234.html
vir/content/83/1/35,tier1-full,missing,tier1-full,rebuilt-full,yes,html/1c7f7f8c5579251a3a6ed33e4596edc3ab35f664.00117074.html
vir/content/83/1/45,tier1-full,missing,tier1-full,rebuilt-full,yes,html/b3f6a8a678f4b662db3cc2b0b2732f87a8eb1a7a.00117077.html
vir/content/83/1/53,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/29263b523903e378459a5206025396c7d61ae8d5.00117078.html
vir/content/83/1/61,tier3-abstract,missing,tier3-abstract,abstract,yes,html/38a069e1a8b2433c36f86541e7a9d30a4b21b4e9.00117079.html
vir/content/83/1/67,tier3-abstract,tier4-stub,tier3-abstract,abstract,yes,html/d176eecf8099ef76595fa180fb8b2cc01bb4a02b.00040235.html
vir/content/83/1/75,tier1-full,missing,tier1-full,rebuilt-full,yes,html/6f093b88c6573dbbf26edd1447fa4e3b3fe2d6d8.00117085.html
vir/content/83/1/81,tier1-full,missing,tier1-full,rebuilt-full,yes,html/a22427bd1d8f54c0218d0b0e2a31c65917a53f0a.00117086.html
vir/content/83/1/93,tier1-full,missing,tier1-full,rebuilt-full,yes,html/d9551fba3c508407935813c0df9d3efe36f2cef2.00117094.html
vir/content/83/10/2339,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/03a3295dfe15fca79319fdcb9ea1655b84d1b8da.00116809.html
vir/content/83/10/2347,tier1-full,missing,tier1-full,rebuilt-full,yes,html/87b621089acde14a0f2a27784732bf408ad1a53e.00040196.html
vir/content/83/10/2361,tier3-abstract,missing,tier3-abstract,abstract,yes,html/3fdc6c0228317d09e38ea6b38553d7142f09dc3d.00116812.html
vir/content/83/10/2367,tier1-full,missing,tier1-full,rebuilt-full,yes,html/ae6e82134161b1a251c29b7d7a86b1180d71f16d.00116813.html
vir/content/83/10/2377,tier1-full,missing,tier1-full,rebuilt-full,yes,html/30ff724112c50538421de99e01ee025237fe75a3.00116817.html
vir/content/83/10/2385,tier1-full,missing,tier1-full,rebuilt-full,yes,html/b711e84763cb51cbff636387bef7864435d009db.00116818.html
vir/content/83/10/2393,tier1-full,missing,tier1-full,rebuilt-full,yes,html/3b8f8195066a25928763dc8c1c6b0b6063c41a0b.00116819.html
vir/content/83/10/2403,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/3c1166b1e88d99125cbcc3f13567e5fafb49e98d.00116820.html
vir/content/83/10/2411,tier1-full,missing,tier1-full,rebuilt-full,yes,html/bc08200ebfa086fd7eac7df5a3172113a79e5fca.00040197.html
vir/content/83/10/2417,tier1-full,missing,tier1-full,rebuilt-full,yes,html/f0a3f7cefec302c1f82c032c79f9450d1563f5eb.00040198.html
vir/content/83/10/2427,tier1-full,missing,tier1-full,rebuilt-full,yes,html/cbc213965ac7d7d66253b6fb82f8d0bf216f0a42.00116826.html
vir/content/83/10/2437,tier2-pdf,missing,tier2-pdf(abstract+pdf),summarized-pdf,no,html/2cfee4d620490349c64c326d2dc0021d223a4bd5.00116830.html
vir/content/83/10/2443,tier1-full,missing,tier1-full,rebuilt-full,yes,html/ab5a03da3055fde3b1f42b2197e733a13e1898b1.00040199.html
vir/content/83/10/2455,tier2-pdf,missing,tier2-pdf(abstract+pdf),summarized-pdf,no,html/7fcc231fa0d53403f3a06b6f50d5bd976206ab47.00116837.html
vir/content/83/10/2461,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/4546819ccf5ab0a528ac8a3c9f80bf3fe5c204d7.00116838.html
vir/content/83/10/2469,tier1-full,missing,tier1-full,rebuilt-full,yes,html/0464d0d0c92a4928e0a7f96366935841ada76963.00116839.html
vir/content/83/10/2475,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/03b0099a435e0dee1fb33f835e9132d3c0c0128f.00116840.html
vir/content/83/10/2485,tier3-abstract,missing,tier3-abstract,abstract,yes,html/9599c965ea6642ee4b5e4dbd504d9b3d3fb6a630.00116841.html
vir/content/83/10/2489,tier1-full,missing,tier1-full,rebuilt-full,yes,html/c8cf0465d0cb812ce641cae13b389fda0e2ac0ac.00116843.html
vir/content/83/10/2497,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/52e9d34e31bc8b5470b00315b7c10279d6ba8910.00042305.html
vir/content/83/10/2507,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/ef85f20e82fc7d9f2a44ace168c4186f9f277532.00042307.html
vir/content/83/10/2515,tier1-full,missing,tier1-full,rebuilt-full,yes,html/9896cf8c51c38c3983e08fbf0473d83099232f09.00116847.html
vir/content/83/10/2523,tier1-full,missing,tier1-full,rebuilt-full,yes,html/5c3ac04e38bf5d983f35ec0663b7657552964063.00040200.html
vir/content/83/10/2533,tier1-full,missing,tier1-full,rebuilt-full,yes,html/016e688546180a8003269454436326620ad1f6e1.00040201.html
vir/content/83/10/2543,tier1-full,missing,tier1-full,rebuilt-full,yes,html/b623f9a2649a146243e87951baaf7785d4fbc21d.00040202.html
vir/content/83/10/2553,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/323372cbce8d0595b922fed4043bb6d9bd3d53b0.00116855.html
vir/content/83/10/2563,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/c394cb925e20e2ac9e51216be3966218f3fee215.00040203.html
vir/content/83/10/2575,tier1-full,missing,tier1-full,rebuilt-full,yes,html/c6a59f0a71613757016ce5f82dcedfb671b9e061.00116857.html
vir/content/83/10/2587,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/d3a34ab324ff9a88c51f85059b5ed41f2d83fe05.00116858.html
vir/content/83/10/2593,tier1-full,missing,tier1-full,rebuilt-full,yes,html/6ad5412ec275b8b19bb52d5a862fe002a4f0dfa1.00116859.html
vir/content/83/10/2601,tier1-full,missing,tier1-full,rebuilt-full,yes,html/7f52d12f546eaec36a429ade988d18c51c8c8e05.00116860.html
vir/content/83/10/2607,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/a55e58e949d0630686a3f198f8032a7a8aa77604.00040204.html
vir/content/83/10/2617,tier1-full,tier3-abstract,tier1-full,rebuilt-full,yes,html/10111d6e07155fc9f8c2d9852a88eb0c553d2048.00040205.html
vir/content/83/10/2629,tier1-full,tier3-abstract,tier1-full,rebuilt-full,yes,html/12336b9644b49f00e2ac085b648afb0f4bbfa0e4.00116867.html
vir/content/83/11/2635,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/0e5724f5e4c65b114d55e90ffe61b4b255caf746.00040208.html
vir/content/83/11/2663,tier1-full,missing,tier1-full,rebuilt-full,yes,html/63a5f1175838d10a015e43b19d2ad633e6c2be76.00040209.html
vir/content/83/11/2671,tier1-full,missing,tier1-full,rebuilt-full,yes,html/06e48eac406c1f5eeae34fd32db9eb9cbea9dbb5.00116879.html
vir/content/83/11/2683,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/fd16e2450f19f094489e6d1469c481e608561a41.00040210.html
vir/content/83/11/2693,tier3-abstract,missing,tier3-abstract,abstract,yes,html/6bf25504c65370b87c15b959548ce74d96d5ebb6.00116881.html
vir/content/83/11/2699,tier1-full,missing,tier1-full,rebuilt-full,yes,html/799a74372600b2bfd08fc99544562cf0afa26288.00116882.html
vir/content/83/11/2709,tier1-full,missing,tier1-full,rebuilt-full,yes,html/4eba8efa6ec1d1f65c7d3c3f3ece285340798981.00040211.html
vir/content/83/11/2717,tier3-abstract,missing,tier3-abstract,abstract,yes,html/aa9c7c7f143fe8047e1b285de43edb66998d0267.00116889.html
vir/content/83/11/2723,tier1-full,missing,tier1-full,rebuilt-full,yes,html/3f34c1a33dd6c3e182906ee10937e10cacf1a3f0.00040212.html
vir/content/83/11/2733,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/0fe1126d6e7da3b7ce57f9103e415647a968f1ce.00116891.html
vir/content/83/11/2743,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/8f02bf3c108a89f51ec0358348e71a76bcdb8903.00116892.html
vir/content/83/11/2753,tier1-full,missing,tier1-full,rebuilt-full,yes,html/1873c69d2a4f49141313126f1076be5e7c56f9c2.00040213.html
vir/content/83/11/2765,tier1-full,missing,tier1-full,rebuilt-full,yes,html/b493a5bfe4cb6b1829e02a429edec85672bb74f7.00040214.html
vir/content/83/11/2773,tier1-full,missing,tier1-full,rebuilt-full,yes,html/62d9e2ec31ee2b8ccf78176a2655b5f0ca08f254.00040215.html
vir/content/83/11/2779,tier1-full,missing,tier1-full,rebuilt-full,yes,html/bd2d4780ed1fa06856089443dd2b4918f771e83c.00040216.html
vir/content/83/11/2791,tier1-full,missing,tier1-full,rebuilt-full,yes,html/fd61d36ab5763b5933a677b4e8626e1ce894be78.00116907.html
vir/content/83/11/2797,tier3-abstract,missing,tier3-abstract,abstract,yes,html/7a8af91eef3516bb1705c1975b5a67e37feed9e8.00116908.html
vir/content/83/11/2803,tier1-full,missing,tier1-full,rebuilt-full,yes,html/c5e1e3b18deb3e67d95436faaeda2525a5489bf0.00116909.html
vir/content/83/11/2811,tier1-full,missing,tier1-full,rebuilt-full,yes,html/cb6676d7463dccfc3d245b8b4a6c5654bcaa82f7.00040218.html
vir/content/83/11/2821,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/e4b47f57a8523ac8a60db4380a1be98c8c1b47a6.00116911.html
vir/content/83/11/2833,tier1-full,missing,tier1-full,rebuilt-full,yes,html/c62cf580136bc7473e93056b71cdb2148363e826.00116916.html
vir/content/83/11/2845,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/38b52a0e6789761f2180678f5e3b0b25053cac2b.00116925.html
vir/content/83/11/2857,tier1-full,missing,tier1-full,rebuilt-full,yes,html/972465d0105e57b51dc5d5c82bde7dab74c854b7.00116926.html
vir/content/83/11/2869,tier1-full,missing,tier1-full,rebuilt-full,yes,html/620050be19e72c11ad2bc4f16dd2a5b8c551212d.00116932.html
vir/content/83/11/2879,tier1-full,missing,tier1-full,rebuilt-full,yes,html/e026ade222a5409d66949b9e799f7d2688ea4e4a.00116933.html
vir/content/83/11/2891,tier3-abstract,missing,tier3-abstract,abstract,yes,html/b94d1a7236defa93cf0fc35931046e9c0729651c.00116934.html
vir/content/83/11/2897,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/8e179fcbc573a0eddd4e1ce68a5ab226aa91681b.00116935.html
vir/content/83/11/2907,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/75756e7fc23a64a426a5e7e5a67b64aed3bf6cdd.00116936.html
vir/content/83/12/2915,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/e808c413d0878eeac20962f70f26b6b36251184f.00116966.html
vir/content/83/12/2933,tier1-full,missing,tier1-full,rebuilt-full,yes,html/246a767afe42394db495ad0444c893f738052970.00116973.html
vir/content/83/12/2943,tier1-full,missing,tier1-full,rebuilt-full,yes,html/0bda73e49ce602d2f95173ca06bb744ca40942a0.00116980.html
vir/content/83/12/2951,tier1-full,missing,tier1-full,rebuilt-full,yes,html/3b8e3b699c0437da15b7aa4a39fbd9aae0a50514.00040224.html
vir/content/83/12/2965,tier3-abstract,missing,tier3-abstract,abstract,yes,html/8b81effbaeb567f44dc35b7cf9834f3ef8a71089.00116984.html
vir/content/83/12/2973,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/ec056c0b652902d9b1435ca93082ac58dc78b763.00116985.html
vir/content/83/12/2983,tier1-full,missing,tier1-full,rebuilt-full,yes,html/3c901981f2f96426d6c5dcf66046a8de6a8d3947.00116986.html
vir/content/83/12/2995,tier3-abstract,tier4-stub,tier3-abstract,abstract,yes,html/64cb44712b45c2af89794c08bbf86ab1aa943f4f.00116987.html
vir/content/83/12/2999,tier1-full,missing,tier1-full,rebuilt-full,yes,html/e3fc8d5ab94457c5949b8291d68bcaee63683508.00040225.html
vir/content/83/12/3003,tier1-full,missing,tier1-full,rebuilt-full,yes,html/8ddefe4e5294939c8570a3e924d58a26d641ebe6.00116998.html
vir/content/83/12/3013,tier1-full,missing,tier1-full,rebuilt-full,yes,html/9b34b3cba0087104957d154ad6d6d02a943bed95.00117006.html
vir/content/83/12/3023,tier1-full,missing,tier1-full,rebuilt-full,yes,html/fe403fced8bf0da1dcdda4b6ab573fc5cd779ce6.00040226.html
vir/content/83/12/3035,tier1-full,missing,tier1-full,rebuilt-full,yes,html/c19c2b9ef2c56b3a79606f4299b78c1821923c55.00040227.html
vir/content/83/12/3045,tier1-full,missing,tier1-full,rebuilt-full,yes,html/07fbec5f8f2ff8485c2b0aa3fad53f2766f4b4cd.00117013.html
vir/content/83/12/3055,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/5b7fed1816169cda7b7ed28e6806c8a10bdde6f9.00117018.html
vir/content/83/12/3067,tier1-full,missing,tier1-full,rebuilt-full,yes,html/a850f3f94d58e94620134330bd197418f437ca89.00040228.html
vir/content/83/12/3075,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/af6045f05d4c57a744e86aec6af5cc61dbe9501b.00117028.html
vir/content/83/12/3085,tier1-full,missing,tier1-full,rebuilt-full,yes,html/474b208ee5de149824c7e60d2434eaff6313826b.00117036.html
vir/content/83/12/3093,tier1-full,missing,tier1-full,rebuilt-full,yes,html/cd6de9ba8d920dc96a0a0e03a0f7dd9b3a961410.00117042.html
vir/content/83/12/3103,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/d0fee02a51c635716d8e212c2a2f57c175695221.00040229.html
vir/content/83/12/3111,tier1-full,missing,tier1-full,rebuilt-full,yes,html/c92201e50e2fe838fd563a7d0fda1a87a4acedfe.00117048.html
vir/content/83/12/3123,tier1-full,missing,tier1-full,rebuilt-full,yes,html/6046295f9b3cf8e0976ee71c2998d8f4605384dd.00117049.html
vir/content/83/12/3131,tier1-full,missing,tier1-full,rebuilt-full,yes,html/fc1bc7b0b63382bdddeb97f2777adfb48b4c7117.00117052.html
vir/content/83/12/3139,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/742419efc242179e516e5000a414e7c2db4880a0.00117053.html
vir/content/83/12/3147,tier1-full,missing,tier1-full,rebuilt-full,yes,html/86141d75bbeac1a67964914d4e1b25aad91dafde.00117054.html
vir/content/83/12/3153,tier1-full,missing,tier1-full,rebuilt-full,yes,html/bd5336011b35d3f966e92de96b5e6cb013459cfe.00040230.html
vir/content/83/12/3163,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/076a341359a7da3c0a84180abe237db0749ead19.00117057.html
vir/content/83/12/3173,tier3-abstract,tier4-stub,tier3-abstract,abstract,yes,html/d5a24fa7d99150fbb20b5c9c4718fc41a6562e63.00117058.html
vir/content/83/12/3179,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/63cb563ed3629b16cf1e0245eff08649829a276e.00040231.html
vir/content/83/12/3187,tier1-full,missing,tier1-full,rebuilt-full,yes,html/9017fc732ed462b48d305634be8dc626ca8dd1b2.00040232.html
vir/content/83/12/3199,tier1-full,missing,tier1-full,rebuilt-full,yes,html/9f33e88afbd1267af98baee197a5fe9e45ea94de.00040233.html
vir/content/83/12/3205,tier3-abstract,missing,tier3-abstract,abstract,yes,html/cbc9d5c2d06bd2b9a0a341e257de9f2ce17f4e31.00117065.html
vir/content/83/2/273,tier1-full,missing,tier1-full,rebuilt-full,yes,html/6ac552cc871fa7742ded7f7292bc0b00e824df61.00040236.html
vir/content/83/2/283,tier1-full,missing,tier1-full,rebuilt-full,yes,html/ed457792bd78de3dab2603bda61cfa1582c445d8.00117096.html
vir/content/83/2/291,tier1-full,missing,tier1-full,rebuilt-full,yes,html/a7bec1bafd84a4fb0b482b3338cbc01555298110.00117102.html
vir/content/83/2/301,tier1-full,missing,tier1-full,rebuilt-full,yes,html/bd0a7267f8d74425b2e606acd6fce1d55248ee9d.00117103.html
vir/content/83/2/311,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/143ec0ecf8b746570d3b9ab914610dfdc6e15d65.00117104.html
vir/content/83/2/317,tier2-pdf,tier4-stub,tier2-pdf(abstract+pdf),summarized-pdf,no,html/af4663a6043126ada31adedc4772e397189910eb.00117105.html
vir/content/83/2/323,tier1-full,missing,tier1-full,rebuilt-full,yes,html/e194be39b4ea3b67edf11d5dca55259f3b945f32.00040237.html
vir/content/83/2/333,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/9ed43e4280c0b03e95ca1ad94f63ca4b2066ba16.00117113.html
vir/content/83/2/341,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/6c3fafa9fce31eebfd78af80c098cbd67e98cb8a.00117114.html
vir/content/83/2/351,tier1-full,missing,tier1-full,rebuilt-full,yes,html/97ea5bd70716a873f8c9d8f2fb78104659eb42d5.00117115.html
vir/content/83/2/359,tier1-full,missing,tier1-full,rebuilt-full,yes,html/8ee1d23110907b251786d45e6785077730c76297.00040239.html
vir/content/83/2/369,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/80e95e4979ee62793d78edc511285c9b65daacfd.00040240.html
vir/content/83/2/383,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/4ac47702afea29c9d2b352da1afacecee51fb0ef.00117118.html
vir/content/83/2/395,tier1-full,missing,tier1-full,rebuilt-full,yes,html/f6064d9ab47014f323c99c10fd3bfab22ca71328.00117119.html
vir/content/83/2/403,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/cd4a40a7731a6dd13eee78fc38ad4a025ac6c8b0.00040241.html
vir/content/83/2/413,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/6090652002278d2bd180e54bec99311af379b73d.00117123.html
vir/content/83/2/421,tier1-full,missing,tier1-full,rebuilt-full,yes,html/b5492577fbea9cf6252d70d86f338461c3c857db.00117126.html
vir/content/83/2/429,tier1-full,missing,tier1-full,rebuilt-full,yes,html/e39f67abed120fd25e1468c9fbcaaac5fb860fcb.00117127.html
vir/content/83/2/439,tier3-abstract,missing,tier3-abstract,abstract,yes,html/1eaddd56882841d1757572854ebfec4286c8de8a.00040242.html
vir/content/83/2/443,tier1-full,missing,tier1-full,rebuilt-full,yes,html/2e4c0f34637e10c78551397883267e1b84afe35b.00040243.html
vir/content/83/2/451,tier1-full,missing,tier1-full,rebuilt-full,yes,html/72c339adcc7f07cf20a35901e525d22990ffb641.00117133.html
vir/content/83/2/463,tier1-full,tier3-abstract,tier1-full,rebuilt-full,yes,html/5234119254c3db867cfee1eadd7bbc9ed69b9a7a.00117134.html
vir/content/83/2/471,tier1-full,missing,tier1-full,rebuilt-full,yes,html/7dcfd6dcb09225335fe2c3de0add2fac30350997.00117135.html
vir/content/83/2/479,tier1-full,missing,tier1-full,rebuilt-full,yes,html/0a9b28f394ca502714e1508de05d74452fb8d698.00040244.html
vir/content/83/3/491,tier1-full,tier3-abstract,tier1-full,rebuilt-full,yes,html/fc5959e31d2647699643d990eabbc17b1c8ac264.00117139.html
vir/content/83/3/503,tier2-pdf,missing,tier2-pdf(abstract+pdf),summarized-pdf,no,html/d024963cacee984f6f45466a2f66e1f0ec8e3a7d.00117140.html
vir/content/83/3/511,tier3-abstract,missing,tier3-abstract,abstract,yes,html/800ce23bcc734f04301a0068822d2464c158992d.00117141.html
vir/content/83/3/517,tier1-full,missing,tier1-full,rebuilt-full,yes,html/7207e91b88400cdba119713f5bbc0de122c6bb77.00117142.html
vir/content/83/3/525,tier3-abstract,missing,tier3-abstract,abstract,yes,html/a401df6acf4bfdbf7ca1b06a67c3609a4d812053.00040245.html
vir/content/83/3/533,tier1-full,missing,tier1-full,rebuilt-full,yes,html/2bf230590ddd9bba66eec9982e6ae5ccd127de9c.00040246.html
vir/content/83/3/545,tier3-abstract,missing,tier3-abstract,abstract,yes,html/665b7a4235343c6c13931379bf391aadbf2d6a56.00117148.html
vir/content/83/3/551,tier1-full,missing,tier1-full,rebuilt-full,yes,html/8e12c1cf93cf643b261bbd04e66fbf08e359cb9a.00117152.html
vir/content/83/3/561,tier1-full,missing,tier1-full,rebuilt-full,yes,html/7906bf3f7c445015fdf8d5244bbca1c1f99b31ec.00117153.html
vir/content/83/3/567,tier1-full,missing,tier1-full,rebuilt-full,yes,html/5c86218f3e1c9387df0f4ade79f2e140c14c45da.00040247.html
vir/content/83/3/581,tier1-full,missing,tier1-full,rebuilt-full,yes,html/fa4d643b4f05a5c5ce5b6366c416e230ab742255.00040248.html
vir/content/83/3/595,tier3-abstract,missing,tier3-abstract,abstract,yes,html/0779fe871f8d50adb7acbbc02d6311c9006b2dcf.00117164.html
vir/content/83/3/601,tier1-full,missing,tier1-full,rebuilt-full,yes,html/c7af3fc8f5ee0e34182d23e1cf2e533a1d5318c4.00040249.html
vir/content/83/3/611,tier1-full,missing,tier1-full,rebuilt-full,yes,html/dbfe6a8070eb9a88c30cba040bd000f2af1e4cb6.00117167.html
vir/content/83/3/623,tier3-abstract,missing,tier3-abstract,abstract,yes,html/afee5345b299683e6c7aa1703b90dac5d2fb91bc.00117169.html
vir/content/83/3/631,tier1-full,tier3-abstract,tier1-full,rebuilt-full,yes,html/2a00e8ac13dc7bf025887f56f8f9c38779c040bd.00117170.html
vir/content/83/3/641,tier1-full,missing,tier1-full,rebuilt-full,yes,html/58e233735660208d3ffa8f6695439359dd549f86.00117171.html
vir/content/83/3/651,tier1-full,missing,tier1-full,rebuilt-full,yes,html/c48f61d715e60933e5d8c74d72372c73989c2eac.00117177.html
vir/content/83/3/663,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/e75fa859b14e5a8a60e813fe132d6c9154f0fa1f.00117178.html
vir/content/83/3/673,tier1-full,missing,tier1-full,rebuilt-full,yes,html/4da2f4092891bcf02cd1cc877d41c432b1111185.00117179.html
vir/content/83/3/685,tier1-full,missing,tier1-full,rebuilt-full,yes,html/590f1e796b39de43c0310593a1108f9354f4044b.00117180.html
vir/content/83/3/695,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/c3bb27f160b73864bc4d86c2bd473d4270842af9.00040250.html
vir/content/83/3/705,tier1-full,missing,tier1-full,rebuilt-full,yes,html/df39d61a86bb66d9cd0c55ea3ab49a2176dc5007.00117182.html
